gene baseMean log2FoldChange lfcSE stat pvalue padj symbol entrezid highlight
1700008K24Rik 0 NA NA NA NA NA 1700008K24Rik 69311 No
1700008O03Rik 0.18921065356691724 1.435327153023612 4.080472856796901 0.35175510373332525 0.7250219313345194 NA 1700008O03Rik 69349 No
1700008P02Rik 0 NA NA NA NA NA 1700008P02Rik 69347 No
1700009C05Rik 0 NA NA NA NA NA 1700009C05Rik 74220 No
1700009J07Rik 0.1898154477341518 1.437168748888574 4.080472856796901 0.3522064229626382 0.7246834603652943 NA 1700009J07Rik 75188 No
1700009N14Rik 0 NA NA NA NA NA 1700009N14Rik 75471 No
1700010B08Rik 0 NA NA NA NA NA 1700010B08Rik 75485 No
1700010D01Rik 0 NA NA NA NA NA 1700010D01Rik 76386 No
1700010I02Rik 0.4744870803848954 -2.0968566325302422 2.7956684259547195 -0.7500376700839144 0.45323201732955404 NA 1700010I02Rik 75476 No
1700010I14Rik 8.159612042084806 -0.31593521342410635 0.6862686175528265 -0.4603666922009395 0.6452530381623774 0.8441506811133643 1700010I14Rik 66931 No
1700010J16Rik 0 NA NA NA NA NA 1700010J16Rik 69355 No
1700010K23Rik 0.11990161708652332 -0.4863846027539152 4.080472856796901 -0.11919809782430914 0.9051184136226854 NA 1700010K23Rik 75501 No
1700010N08Rik 0 NA NA NA NA NA 1700010N08Rik 105247250 No
1700011B04Rik 0.11990161708652332 -0.4863846027539152 4.080472856796901 -0.11919809782430914 0.9051184136226854 NA 1700011B04Rik 100503727 No
1700011C11Rik 0.19014657439446492 1.4381745440808504 4.080472856796901 0.3524529128248612 0.7244986257574699 NA 1700011C11Rik 75451 No
1700011L22Rik 0 NA NA NA NA NA 1700011L22Rik 67687 No
1700011M02Rik 5.758837410472449 6.188392575157553 1.3672530613257814 4.52615009627908 6.006792440105871e-6 6.765578841001227e-5 1700011M02Rik 75443 Yes
1700012A03Rik 0 NA NA NA NA NA 1700012A03Rik 76382 No
1700012B07Rik 0 NA NA NA NA NA 1700012B07Rik 69324 No
1700012B09Rik 402.7877150430804 1.0843571670014194 0.10476599765122425 10.350277678940692 4.172738043498443e-25 2.034770648093058e-23 1700012B09Rik 69325 Yes
1700012C14Rik 0 NA NA NA NA NA 1700012C14Rik 69337 No
1700012D01Rik 4.5466239422203385 -0.5385325327233996 0.9115027892194718 -0.5908183047739766 0.5546421688591013 0.7911414035781164 1700012D01Rik 72243 No
1700012D14Rik 1.3909992662771775 -1.152518994689609 1.7487360198116602 -0.6590583036161948 0.5098583296556936 NA 1700012D14Rik 75479 No
1700012D16Rik 0 NA NA NA NA NA 1700012D16Rik 75489 No
1700012H19Rik 0 NA NA NA NA NA 1700012H19Rik 76393 No
1700012I11Rik 0 NA NA NA NA NA 1700012I11Rik 69334 No
1700012P22Rik 0 NA NA NA NA NA 1700012P22Rik 69364 No
1700013D24Rik 0 NA NA NA NA NA 1700013D24Rik 76921 No
1700013F07Rik 0.4281993009409815 -1.9763103637723685 2.7023838333784647 -0.7313211170678244 0.46458303493744074 NA 1700013F07Rik 75504 No
1700013G24Rik 0.7515471746693658 0.6300269771523018 2.321145177631585 0.2714293716841784 0.7860608143134367 NA 1700013G24Rik 69380 No
1700013H16Rik 0 NA NA NA NA NA 1700013H16Rik 75514 No
1700015G11Rik 0 NA NA NA NA NA 1700015G11Rik 100503036 No
1700016A09Rik 0.2874271525031517 -1.3990893641219628 3.3815451658771947 -0.4137426222308138 0.6790626088748946 NA 1700016A09Rik 74227 No
1700016C15Rik 0.6923414737695217 -0.05647111633768735 2.3371126309229604 -0.0241627705873063 0.980722774221337 NA 1700016C15Rik 69428 No
1700016D06Rik 0.14115315433418227 -0.4863846027539157 4.080472856796901 -0.11919809782430926 0.9051184136226853 NA 1700016D06Rik 76413 No
1700016G22Rik 0 NA NA NA NA NA 1700016G22Rik 71867 No
1700016H13Rik 0 NA NA NA NA NA 1700016H13Rik 74218 No
1700016K05Rik 0.11990161708652337 -0.4863846027539159 4.080472856796901 -0.1191980978243093 0.9051184136226853 NA 1700016K05Rik 102639882 No
1700016K19Rik 0.3108020559521292 0.47548446279304385 3.334213940886404 0.1426076644219884 0.8866000440224371 NA 1700016K19Rik 74230 No
1700016L04Rik 0.11990161708652337 -0.4863846027539152 4.080472856796901 -0.11919809782430914 0.9051184136226854 NA 1700016L04Rik 69412 No
1700016L21Rik 0 NA NA NA NA NA 1700016L21Rik 72208 No
1700016P04Rik 0 NA NA NA NA NA 1700016P04Rik 69413 No
1700017B05Rik 1094.072494732781 -0.09770414363724247 0.06955830545375936 -1.4046366282196705 0.16012935894320376 0.39014325365728636 1700017B05Rik 74211 No
1700017G19Rik 0.3099426272307616 0.4755125588648309 3.3374660588981757 0.14247712200609336 0.8867031490011195 NA 1700017G19Rik 100040882 No
1700017J07Rik 0 NA NA NA NA NA 1700017J07Rik 75508 No
1700017L05Rik 0 NA NA NA NA NA 1700017L05Rik 69370 No
1700017N19Rik 0 NA NA NA NA NA 1700017N19Rik 66605 No
1700018A04Rik 0.1436919055659493 1.439620828452301 4.080472856796901 0.35280735321013207 0.7242328707649486 NA 1700018A04Rik 71307 No
1700018B08Rik 0 NA NA NA NA NA 1700018B08Rik 76405 No
1700018B24Rik 0 NA NA NA NA NA 1700018B24Rik 66332 No
1700018F24Rik 0 NA NA NA NA NA 1700018F24Rik 69396 No
1700018G05Rik 0 NA NA NA NA NA 1700018G05Rik 69388 No
1700018L02Rik 3.2390480955326577 -0.33313265052336277 1.1218677992320696 -0.2969446584984395 0.7665087604509321 0.9032786215621422 1700018L02Rik 67329 No
1700019A02Rik 0.4299122015578888 -0.42795725494322856 2.7763713078821186 -0.15414265870283914 0.8774972534124672 NA 1700019A02Rik 69397 No
1700019C18Rik 0 NA NA NA NA NA 1700019C18Rik 75543 No
1700019D03Rik 0.4207379240440123 0.4757164998202072 3.0175229498478657 0.1576513278363604 0.8747315555020473 NA 1700019D03Rik 67080 No
1700019E08Rik 0 NA NA NA NA NA 1700019E08Rik 69405 No
1700019G24Rik 0 NA NA NA NA NA 1700019G24Rik 72249 No
1700019M22Rik 0 NA NA NA NA NA 1700019M22Rik 69423 No
1700019N19Rik 0 NA NA NA NA NA 1700019N19Rik 67507 No
1700019P21Rik 0 NA NA NA NA NA 1700019P21Rik 75546 No
1700020A23Rik 0.34507747064410127 0.475882246467374 3.2181504411097572 0.14787445620574197 0.882441847547319 NA 1700020A23Rik 75656 No
1700020D14Rik 0 NA NA NA NA NA 1700020D14Rik 69438 No
1700020G17Rik 0 NA NA NA NA NA 1700020G17Rik 75630 No
1700020L24Rik 54.0403489296082 -0.3658941905344198 0.26416867426889007 -1.385077892172734 0.1660286511255214 0.39910143008991567 1700020L24Rik 66330 No
1700020M21Rik 0 NA NA NA NA NA 1700020M21Rik 76402 No
1700020N01Rik 0 NA NA NA NA NA 1700020N01Rik 67692 No
1700020N15Rik 0 NA NA NA NA NA 1700020N15Rik 75509 No
1700020N18Rik 0 NA NA NA NA NA 1700020N18Rik 67086 No
1700021F02Rik 0.12060356745375066 -0.4897531192825995 4.080472856796901 -0.12002361894573342 0.9044644379912917 NA 1700021F02Rik 75519 No
1700021F07Rik 0 NA NA NA NA NA 1700021F07Rik 72221 No
1700021N21Rik 0 NA NA NA NA NA 1700021N21Rik 69409 No
1700022A21Rik 0 NA NA NA NA NA 1700022A21Rik 72252 No
1700022A22Rik 0 NA NA NA NA NA 1700022A22Rik 71120 No
1700022E09Rik 0 NA NA NA NA NA 1700022E09Rik 75636 No
1700022H01Rik 0 NA NA NA NA NA 1700022H01Rik 75539 No
1700022H16Rik 0 NA NA NA NA NA 1700022H16Rik 69420 No
1700022I11Rik 0.6668691795486208 0.20072871950900528 2.3978725343855527 0.08371117172850115 0.933286074570118 NA 1700022I11Rik 67317 No
1700023C21Rik 0.14115315433418216 -0.4863846027539152 4.080472856796901 -0.11919809782430914 0.9051184136226854 NA 1700023C21Rik 73257 No
1700023D09Rik 2.262878017987816 1.6119979971179683 1.361249051131685 1.1842050473995345 0.23633190461108827 NA 1700023D09Rik 102640359 No
1700023F02Rik 0.11990161708652332 -0.4863846027539152 4.080472856796901 -0.11919809782430914 0.9051184136226854 NA 1700023F02Rik 69433 No
1700024B18Rik 0 NA NA NA NA NA 1700024B18Rik 69393 No
1700024G13Rik 0 NA NA NA NA NA 1700024G13Rik 67085 No
1700024I08Rik 0 NA NA NA NA NA 1700024I08Rik 75522 No
1700024N05Rik 0 NA NA NA NA NA 1700024N05Rik 75520 No
1700025B11Rik 0 NA NA NA NA NA 1700025B11Rik 76409 No
1700025C18Rik 0 NA NA NA NA NA 1700025C18Rik 72211 No
1700025F24Rik 0.784204541309682 0.7897390845616247 2.129882217211835 0.37079002687549945 0.7107939301159236 NA 1700025F24Rik 67081 No
1700025G04Rik 110.49234546129148 -0.6914422968946095 0.18655842782053542 -3.7063042660273693 2.103056280652682e-4 0.0017351170829763337 1700025G04Rik 69399 Yes
1700025J12Rik 0.11990161708652337 -0.4863846027539152 4.080472856796901 -0.11919809782430914 0.9051184136226854 NA 1700025J12Rik 69407 No
1700025K24Rik 0 NA NA NA NA NA 1700025K24Rik 69418 No
1700025M24Rik 0.14308262266302985 1.4371687488885736 4.080472856796901 0.3522064229626381 0.7246834603652943 NA 1700025M24Rik 72276 No
1700025N23Rik 1.259681912012602 -0.5449579163930302 1.7554897427624232 -0.3104307038191457 0.756233448344449 NA 1700025N23Rik 69986 No
1700026D11Rik 0.7329377580392183 1.8884090590445826 2.326514189685576 0.8116903251296298 0.41696934723261436 NA 1700026D11Rik 70371 No
1700026F02Rik 0 NA NA NA NA NA 1700026F02Rik 69419 No
1700026J14Rik 0.16686216237457416 -0.4863846027539152 4.080472856796901 -0.11919809782430914 0.9051184136226854 NA 1700026J14Rik 69432 No
1700027A15Rik 0 NA NA NA NA NA 1700027A15Rik 69449 No
1700027F06Rik 0 NA NA NA NA NA 1700027F06Rik 72268 No
1700027F09Rik 0 NA NA NA NA NA 1700027F09Rik 69999 No
1700027H10Rik 0.4540514804571369 -2.0442181638532877 2.8366632861938754 -0.7206418096227911 0.4711299230720194 NA 1700027H10Rik 72274 No
1700027I24Rik 0 NA NA NA NA NA 1700027I24Rik 75567 No
1700027J07Rik 0 NA NA NA NA NA 1700027J07Rik 69443 No
1700028B04Rik 0 NA NA NA NA NA 1700028B04Rik 70001 No
1700028D13Rik 1.5904842893763909 1.252818033830733 1.6130558265911532 0.7766736979452811 0.43735130849697945 NA 1700028D13Rik 75569 No
1700028E10Rik 1.752891600517764 2.023938099664691 1.6145280436262999 1.2535787827623226 0.20999514710299433 NA 1700028E10Rik 625175 No
1700028I16Rik 1.014700598559196 0.35706678484412624 1.9194475751919993 0.18602580735158106 0.8524245232148442 NA 1700028I16Rik 70003 No
1700028J19Rik 2.059611490042016 0.5051845613172269 1.2865438766324682 0.3926679614219989 0.6945647368891212 NA 1700028J19Rik 70004 No
1700028K03Rik 2.4422680500422933 0.30517175603486524 1.1901112544698464 0.2564228805405329 0.7976243222074658 0.9195558769284444 1700028K03Rik 76421 No
1700028M03Rik 0 NA NA NA NA NA 1700028M03Rik 69460 No
1700028P14Rik 0 NA NA NA NA NA 1700028P14Rik 67483 No
1700028P15Rik 0 NA NA NA NA NA 1700028P15Rik 75655 No
1700029B22Rik 0 NA NA NA NA NA 1700029B22Rik 69495 No
1700029F12Rik 0.7734343472661788 1.9399399602563983 2.1932951860866186 0.8844864898088485 0.37643365233370746 NA 1700029F12Rik 66479 No
1700029H14Rik 1.431541505690639 2.079514546755948 1.8611959337656165 1.1173001772836588 0.263865999722938 NA 1700029H14Rik 66501 No
1700029I15Rik 1.3219372809959244 2.9562346197203517 1.8740392103818098 1.57746679116605 0.1146881575214809 NA 1700029I15Rik 75641 No
1700029J03Rik 0 NA NA NA NA NA 1700029J03Rik 72264 No
1700029J07Rik 9.217232133243336 -0.7170022623451383 0.69223719376731 -1.0357754087772304 0.30030693257881313 0.5692944861831697 1700029J07Rik 69479 No
1700029M20Rik 0 NA NA NA NA NA 1700029M20Rik 73937 No
1700029N11Rik 0 NA NA NA NA NA 1700029N11Rik 69491 No
1700030A11Rik 0 NA NA NA NA NA 1700030A11Rik 74179 No
1700030C10Rik 58.78595406558464 -0.6188482464112323 0.2547426871748239 -2.429307209068307 0.015127708013582635 0.06858129540979398 1700030C10Rik 69513 No
1700030C14Rik 0.18981544773415168 1.4371687488885736 4.080472856796901 0.3522064229626381 0.7246834603652943 NA 1700030C14Rik 75662 No
1700030F04Rik 0 NA NA NA NA NA 1700030F04Rik 72263 No
1700030J22Rik 32.47655778363993 0.07203095100571812 0.35428319284402043 0.20331461514583066 0.8388891328558508 0.938344705459496 1700030J22Rik 69528 No
1700030K09Rik 65.9906397957541 -0.22965325436652714 0.2475140038218532 -0.9278394386598778 0.3534908628426331 0.624577037529094 1700030K09Rik 72254 No
1700030L20Rik 0.16736161532267135 -0.4881093007046033 4.080472856796901 -0.11962076892425659 0.904783566636864 NA 1700030L20Rik 70055 No
1700030M09Rik 0.16743454463265303 -0.488360707568205 4.080472856796901 -0.11968238111294764 0.9047347578616416 NA 1700030M09Rik 72259 No
1700030N03Rik 0 NA NA NA NA NA 1700030N03Rik 70011 No
1700030O20Rik 0 NA NA NA NA NA 1700030O20Rik 72286 No
1700031A10Rik 0 NA NA NA NA NA 1700031A10Rik 73286 No
1700031F05Rik 0 NA NA NA NA NA 1700031F05Rik 73300 No
1700031L13Rik 0 NA NA NA NA NA 1700031L13Rik 67327 No
1700031M16Rik 0 NA NA NA NA NA 1700031M16Rik 73302 No
1700031P21Rik 0 NA NA NA NA NA 1700031P21Rik 73278 No
1700034E13Rik 0 NA NA NA NA NA 1700034E13Rik 78414 No
1700034G24Rik 0 NA NA NA NA NA 1700034G24Rik 67325 No
1700034H15Rik 9.736985665859551 0.6322741710377845 0.598952695032106 1.0556329010321797 0.2911359633800649 0.5593708207577719 1700034H15Rik 98736 No
1700034I23Rik 0.5637831366751702 1.4010328466865856 2.562241901478776 0.546799599943312 0.5845164179673734 NA 1700034I23Rik 73297 No
1700034J05Rik 0.3337243247491483 -1.5828559526016843 3.4699909689975774 -0.45615564038742873 0.6482780616888837 NA 1700034J05Rik 73344 No
1700034K08Rik 0 NA NA NA NA NA 1700034K08Rik 78349 No
1700034P13Rik 8.91908573626552 -0.2307407830390639 0.7570170866207001 -0.3048026089729141 0.76051649435196 0.900820730076477 1700034P13Rik 73331 No
1700036G14Rik 0 NA NA NA NA NA 1700036G14Rik 73283 No
1700037C18Rik 13.096521040638134 -0.2367325746111075 0.5174913171417258 -0.45746192596749086 0.6473390626904605 0.8452061370349054 1700037C18Rik 73261 No
1700037H04Rik 248.78740043436136 -0.0501250805290773 0.12928659134358653 -0.3877051750545965 0.698234225645718 0.8708805174897974 1700037H04Rik 67326 No
1700039E22Rik 0 NA NA NA NA NA 1700039E22Rik 73322 No
1700039M10Rik 0.4711186572366672 -0.4154830061870603 2.874821834678945 -0.14452478451885026 0.8850860866827366 NA 1700039M10Rik 67518 No
1700040D17Rik 0 NA NA NA NA NA 1700040D17Rik 76602 No
1700041A01Rik 0.4535356812587911 1.2529701079577176 2.7300294196943464 0.4589584635677662 0.6462639941094783 NA 1700041A01Rik 73312 No
1700041C23Rik 0 NA NA NA NA NA 1700041C23Rik 67319 No
1700041M19Rik 0 NA NA NA NA NA 1700041M19Rik 76601 No
1700042G15Rik 0.5209553935090208 1.3629864362310316 2.781616232356866 0.4899980163964502 0.6241353024824114 NA 1700042G15Rik 73349 No
