ID Description GeneRatio BgRatio pvalue p.adjust qvalue geneID Count
GO:0060976 "coronary vasculature development" 4/42 77/22215 1.3510935005267138e-5 0.015686195541115146 0.012728722978646408 110350/16971/71461/24052 4
